Project_Name,Count_packages,Sum_LOC,Average_LOC,Pareto_category,Language
PayPal_SeLion,59,35766,61.34819897,20,Java
pcingola_SnpEff,52,54863,121.6474501,20,Java
peholmst_vaadin4spring,5,1546,36.80952381,20,Java
PhantomYdn_wicket-orientdb,18,8495,53.76582278,20,Java
phasenraum2010_javaee7-petclinic,6,2417,44.75925926,50,Java
phax_ph-css,20,40306,159.9444444,20,Java
PhonyTive_astivetoolkit,23,11391,75.43708609,30,Java
pietermartin_sqlg,19,43943,179.3591837,20,Java
pilehvar_ADW,6,2462,87.92857143,30,Java
Plaid_plaid-java,8,6449,29.85648148,40,Java
plantuml_plantuml,178,225846,78.14740484,20,Java
pmd_pmd-eclipse-plugin,49,35987,100.5223464,10,Java
poetix_octarine,22,4889,31.54193548,30,Java
poetix_protonpack,7,3068,47.9375,30,Java
policeman-tools_forbidden-apis,6,3351,81.73170732,30,Java
polyglot-compiler_polyglot,79,166910,117.9575972,20,Java
Pragmatists_junitparams,14,3351,27.02419355,30,Java
primecloud-controller-org_primecloud-controller,131,184275,107.2613504,20,Java
project-ncl_pnc,171,51199,41.76101142,30,Java
prometheus_jmx_exporter,1,1505,43,60,Java
protostuff_protostuff,18,93313,94.25555556,20,Java
pschirmacher_webster,10,1611,26.40983607,30,Java
psidnell_ofexport2,9,5374,75.69014085,20,Java
ptgoetz_storm-hdfs,10,1718,38.17777778,30,Java
pulsarIO_realtime-analytics,37,11175,82.77777778,10,Java
pumadong_cl-privilege,9,3175,66.14583333,30,Java
pusher_pusher-http-java,4,1206,67,40,Java
pusher_pusher-websocket-java,8,3466,64.18518519,30,Java
querydsl_codegen,4,3990,57,40,Java
querydsl_querydsl,109,115624,33.92723005,20,Java
rabbitmq_hop,2,4843,91.37735849,40,Java
radcortez_wow-auctions,15,1726,35.2244898,30,Java
radkovo_jStyleParser,6,32493,88.77868852,50,Java
rancherio_cattle,456,128391,72.7015855,40,Java
raphaeljolivet_java2typescript,16,2479,23.60952381,30,Java
raydac_java-binary-block-parser,18,31103,86.87988827,30,Java
Rayman2200_PDFA3,4,9171,65.50714286,40,Java
reactive-streams_reactive-streams-jvm,5,11125,91.94214876,50,Java
ReactiveX_RxJava,38,296717,108.6079795,20,Java
readydev_retrogram,3,1073,16.25757576,50,Java
real-logic_Aeron,27,132196,170.1364221,30,Java
real-logic_Agrona,14,27362,92.43918919,20,Java
real-logic_simple-binary-encoding,21,55045,223.7601626,10,Java
recruit-tech_redpen,19,23905,88.866171,30,Java
red5_red5-websocket,6,3643,110.3939394,10,Java
redraiment_jactiverecord,6,2910,97,10,Java
redwarp_9-Patch-Resizer,6,1769,61,30,Java
reinert_requestor,23,19161,40.59533898,30,Java
reines_dropwizard-debpkg-maven-plugin,20,4795,51.55913978,20,Java
release-engineering_pom-manipulation-ext,23,13374,75.13483146,20,Java
remibantos_jeeshop,17,5690,56.9,30,Java
renekrie_querqy,20,18820,59.74603175,30,Java
RentTheRunway2_alchemy,36,7827,42.7704918,20,Java
RestExpress_RestExpress-Examples,13,1038,19.58490566,20,Java
resty-gwt_resty-gwt,24,17101,34.202,30,Java
revapi_revapi,38,24074,33.02331962,20,Java
reveal-technologies_sitewhere,348,87354,71.42600164,20,Java
rhlabs_louie,39,17951,67.99621212,10,Java
RichardWarburton_java-8-lambdas-exercises,33,3505,15.57777778,40,Java
rjenkins_ursus,15,2915,49.40677966,20,Java
RNCryptor_JNCryptor,1,2714,82.24242424,60,Java
robert-bor_aho-corasick,4,2256,50.13333333,40,Java
roboconf_roboconf-platform,143,74742,87.93176471,20,Java
RobotiumTech_robotium,1,8786,172.2745098,60,Java
rocketscience-projects_javaslang,7,83098,164.550495,30,Java
roikku_swift-explorer,27,9993,81.24390244,20,Java
rpau_walkmod-core,22,15578,73.82938389,30,Java
RuedigerMoeller_kontraktor,86,35126,68.20582524,30,Java
ruediste1_btrbck,4,2962,52.89285714,40,Java
ruediste_btrbck,4,2962,52.89285714,40,Java
sailorgeoffrey_ddp-client-java,6,1746,29.1,50,Java
salyh_elasticsearch-river-imap,9,3331,111.0333333,10,Java
salyh_javamail-mock2,2,1546,103.0666667,30,Java
SanderGielisse_Enderstone,29,16269,59.37591241,20,Java
sanity_quickml,88,16979,40.33016627,20,Java
sanjivsingh_stackoverflow-java-sdk,12,13934,129.0185185,30,Java
schema-repo_schema-repo,8,5130,55.16129032,40,Java
scoverage_scoverage-maven-plugin,1,1245,95.76923077,60,Java
scratches_spring-boot-legacy,5,1043,38.62962963,30,Java
scriptella_scriptella-etl,44,23307,64.20661157,30,Java
sd4324530_fastweixin,23,10768,46.21459227,30,Java
sdbg_sdbg,44,27566,68.74314214,20,Java
sdstoehr_har-reader,3,1926,45.85714286,20,Java
seagate_kinetic-java,86,245310,301.3636364,30,Java
searchisko_elasticsearch-river-jira,7,10424,93.07142857,40,Java
searchisko_elasticsearch-river-remote,10,14295,100.6690141,30,Java
searchisko_elasticsearch-river-sysinfo,6,4449,58.53947368,30,Java
sebastiangraf_perfidix,13,6668,67.35353535,30,Java
seleniumQuery_seleniumQuery,120,17700,26.4573991,30,Java
semanticvectors_semanticvectors,13,18558,113.1585366,20,Java
senbox-org_s1tbx,156,134920,122.9899727,30,Java
serenity-bdd_serenity-cucumber,14,3090,20.87837838,20,Java
SharedKnowledge_SharkFW,26,25997,93.51438849,20,Java
sharneng_gm4java,3,2541,74.73529412,20,Java
shazam_fork,40,8062,28.48763251,10,Java
ShifuML_guagua,23,20329,89.95132743,20,Java
shilad_wikibrain,74,58519,76.79658793,30,Java
siacs_Conversations,34,55633,111.266,20,Java
simpligility_android-maven-plugin,43,57555,70.70638821,30,Java
simpligility_android-ndk-maven-plugin,8,3510,83.57142857,20,Java
sindicetech_siren,48,63697,82.29586563,20,Java
sitewhere_sitewhere,348,87354,71.42600164,20,Java
sjamesr_jfreesane,1,2842,86.12121212,60,Java
smola_galimatias,4,4716,90.69230769,20,Java
snazy_ohc,9,16152,91.77272727,30,Java
sockeqwe_fragmentargs,4,2076,122.1176471,20,Java
socketIo4Netty_socketIo4j,5,2861,52.98148148,50,Java
softlayer_softlayer-java,679,307228,95.17596035,10,Java
SomMeri_matasano-cryptopals-solutions,22,7455,49.04605263,30,Java
SonarSource_sonarqube,37,15411,39.82170543,20,Java
sonyxperiadev_gerrit-events,13,11128,85.6,40,Java
SpongePowered_Artemis,4,2106,67.93548387,20,Java
SpongePowered_Mixin,58,39380,95.35108959,20,Java
spotify_crtauth-java,6,2202,52.42857143,50,Java
spotify_docker-client,11,34062,59.65323993,20,Java
spotify_docker-maven-plugin,3,2373,62.44736842,50,Java
spotify_helios,19,33651,61.07259528,30,Java
spotify_trickle,2,2450,38.28125,30,Java
spring-cloud_spring-cloud-cli,14,2432,35.76470588,30,Java
spring-cloud_spring-cloud-config,17,17477,43.36724566,40,Java
spring-cloud_spring-cloud-consul,11,5347,28.9027027,40,Java
spring-projects_spring-data-examples,92,52866,8.143253235,40,Java
spring-projects_spring-data-keyvalue,12,4767,36.66923077,40,Java
spring-projects_spring-integration-java-dsl,19,14639,86.62130178,20,Java
spring-projects_spring-integration-kafka,5,6003,120.06,20,Java
spring-projects_spring-restdocs,24,16619,43.5052356,30,Java
spring-projects_spring-session,31,16777,53.26031746,30,Java
SpringData_spring-data-cassandra,22,9134,43.4952381,30,Java
springdox_springdox,64,22303,31.28050491,20,Java
springer-opensource_omelet,12,4046,67.43333333,20,Java
springfox_springfox,64,22336,31.32678822,20,Java
square_burst,1,1105,19.73214286,60,Java
square_javapoet,2,7018,103.2058824,30,Java
square_moshi,12,26094,62.57553957,40,Java
square_okio,2,5968,129.7391304,40,Java
srikalyc_Sql4D,26,15026,166.9555556,10,Java
stagemonitor_stagemonitor,73,29381,46.56259905,20,Java
statefulj_statefulj,31,5843,48.69166667,20,Java
Steveice10_MCProtocolLib,42,8362,30.29710145,30,Java
stickfigure_objectify-insight,4,1415,34.51219512,40,Java
Stratehm_stratum-proxy,23,10516,92.24561404,20,Java
Stratio_crossdata,2,1774,147.8333333,30,Java
Stratio_flume-ingestion,22,9105,71.69291339,20,Java
Stratio_stratio-ingestion,22,9105,71.69291339,20,Java
Stratio_stratio-meta,2,1774,147.8333333,30,Java
Stratio_stratio-streaming,56,10913,48.93721973,10,Java
Stratio_streaming-cep-engine,56,10913,48.93721973,10,Java
sttc_stateful,5,1327,37.91428571,40,Java
stuartgunter_dropwizard-cassandra,11,1653,22.64383562,30,Java
subchen_jetbrick-template-1x,19,15680,75.74879227,20,Java
subchen_jetbrick-template-2x,38,13736,53.44747082,20,Java
subchen_jetbrick-webmvc,11,3767,28.32330827,20,Java
super-csv_super-csv,27,21392,75.85815603,30,Java
SurveyMan_SurveyMan,18,8744,67.78294574,20,Java
swagger-api_swagger-parser,7,10901,213.745098,30,Java
swookiee_com.swookiee.runtime,17,1881,34.83333333,20,Java
tabulapdf_tabula-java,6,5669,89.98412698,30,Java
takahi-i_likelike,8,2728,59.30434783,20,Java
takari_takari-lifecycle,65,13150,39.96960486,20,Java
takari_takari-local-repository,6,3900,114.7058824,30,Java
takezoe_xlsbeans,10,4118,48.44705882,30,Java
tarql_tarql,2,2591,76.20588235,30,Java
TDesjardins_GWT-OL3-Playground,31,12472,31.49494949,20,Java
tdunning_t-digest,5,9734,81.79831933,50,Java
teamed_qulice,18,12577,28.39051919,40,Java
teamed_requs,9,5666,56.0990099,40,Java
TEAMMATES_repo,28,45302,84.51865672,20,Java
tech-advantage_sonar-gerrit-plugin,9,2340,61.57894737,20,Java
techdev-solutions_trackr-backend,31,4711,26.31843575,30,Java
TechzoneMC_NPCLib,30,4650,45.14563107,20,Java
tectonicus_tectonicus,17,21757,70.18387097,20,Java
tesis-dynaware_graph-editor,25,15728,117.3731343,30,Java
tesseradata_RHIPE,3,13247,203.8,30,Java
thatJavaNerd_JRAW,6,1861,29.078125,20,Java
thechunknetwork_RedisBungee,4,2171,57.13157895,40,Java
TheHolyWaffle_League-of-Legends-XMPP-Chat-Library,5,1858,71.46153846,30,Java
TheHolyWaffle_TeamSpeak-3-Java-API,10,12035,97.05645161,40,Java
thelinmichael_spotify-web-api-java,47,27097,56.68828452,10,Java
TheLQ_PircBotX,12,12536,64.28717949,30,Java
theupswell_appengine-counter,6,4131,89.80434783,30,Java
thm-projects_arsnova-backend,27,18877,52.43611111,30,Java
tiagobento_watertemplate-engine,16,2269,22.02912621,10,Java
timolson_cointrader,11,27628,90.88157895,30,Java
timtiemens_secretshare,11,9794,113.8837209,30,Java
tlaukkan_zigbee4java,94,52007,52.90640895,30,Java
tltv_gantt,16,22280,145.620915,20,Java
TomasMikula_EasyBind,3,1319,30.6744186,40,Java
TomasMikula_ReactFX,11,14684,41.01675978,20,Java
TomasMikula_RichTextFX,15,15850,77.69607843,40,Java
tomaswolf_gerrit-gitblit-plugin,13,14466,162.5393258,20,Java
tomitribe_crest,27,9667,42.77433628,30,Java
tomsteele_burpbuddy,1,1764,47.67567568,60,Java
tracee_tracee,27,6535,32.03431373,30,Java
TrsstProject_trsst,4,6497,259.88,20,Java
trulia_trulia-java-rets-client,6,13402,60.36936937,50,Java
twitter_cloudhopper-commons,32,28925,66.95601852,30,Java
twitter_hpack,4,2976,76.30769231,20,Java
twitter_netty-http2,1,5711,92.11290323,60,Java
tynamo_tapestry-security,15,3230,46.8115942,30,Java
ui4j_ui4j,11,3414,37.51648352,30,Java
unitsofmeasurement_unit-ri,9,11696,90.66666667,20,Java
usc-isi-i2_Web-Karma,77,71344,81.536,20,Java
uwolfer_gerrit-rest-java-client,25,12871,36.56534091,40,Java
valchkou_cassandra-driver-mapping,6,5569,111.38,30,Java
vbauer_avconv4java,6,1574,47.6969697,40,Java
vbauer_caesar,11,1187,26.37777778,30,Java
vbence_stream-m,11,6658,41.6125,20,Java
vert-x3_codegen,14,7462,79.38297872,20,Java
vert-x3_service-proxy,6,2295,76.5,30,Java
vert-x3_vertx-codegen,14,7462,79.38297872,20,Java
vert-x3_vertx-groovy,134,89890,92.38437821,30,Java
vert-x3_vertx-metrics,5,4960,72.94117647,30,Java
vert-x3_vertx-rx,257,178854,112.6284635,40,Java
vibe-project_vibe-java-server,4,1727,71.95833333,20,Java
Vincentyification_JavaBot,12,3950,64.75409836,30,Java
virgo47_javasimon,37,26738,65.21463415,20,Java
viritin_viritin,32,20754,51.49875931,20,Java
vladimirvivien_clamshell-cli,5,1990,56.85714286,50,Java
vmware_upgrade-framework,18,6493,53.66115702,30,Java
vt-middleware_passay,6,8965,68.96153846,30,Java
w3blogfr_zebra-zpl,4,1165,52.95454545,40,Java
wangzw_CppStyle,2,3844,153.76,30,Java
WASdev_standards.jsr352.jbatch,34,15845,56.18794326,30,Java
webdriverextensions_webdriverextensions,13,6184,61.84,20,Java
welovecoding_editorconfig-netbeans,18,5137,60.43529412,40,Java
wendykierp_JTransforms,5,82184,1325.548387,40,Java
WhisperSystems_libaxolotl-android,15,32654,174.6203209,30,Java
WhisperSystems_PushServer,9,1268,36.22857143,30,Java
WhisperSystems_WebSocket-Resources,11,10206,159.46875,30,Java
whois-server-list_public-suffix-list,8,1528,42.44444444,10,Java
wikimedia_search-highlighter,15,18785,53.51851852,40,Java
wildfly-extras_wildfly-camel,19,6847,44.17419355,20,Java
wildfly_wildfly-core,232,436248,87.6880402,20,Java
wix_petri,30,10830,38.54092527,20,Java
wiztools_rest-client,26,12529,54.71179039,30,Java
Wolfgang-Schuetzelhofer_jcypher,58,37748,78.15320911,30,Java
wso2_balana,27,27822,92.12582781,20,Java
wso2_product-esb,68,15305,78.08673469,20,Java
wso2_siddhi,147,134494,106.235387,20,Java
xerial_sqlite-jdbc,8,17451,150.4396552,40,Java
xhanin_jarup,2,1092,54.6,30,Java
XiaoMi_chronos,6,4768,89.96226415,40,Java
XiaoMi_themis,14,10549,64.32317073,30,Java
xmlunit_xmlunit,19,28997,78.37027027,30,Java
xored_yang-ide,48,43455,87.96558704,20,Java
xpqiu_fnlp,75,34280,83.6097561,40,Java
xvik_dropwizard-guicey,72,12873,45.975,10,Java
xvik_guice-validator,17,1385,23.08333333,20,Java
yahoo_artifactory_ssh_proxy,21,8659,53.45061728,30,Java
yahoo_xpath_proto_builder,4,16498,499.9393939,20,Java
yammer_breakerbox,25,2724,32.42857143,20,Java
yammer_tenacity,15,1820,36.4,20,Java
yegor256_netbout,14,11326,48.4017094,40,Java
yfpeng_pengyifan-commons,11,6256,80.20512821,40,Java
Yubico_java-u2flib-server,14,2234,31.91428571,20,Java
zafarkhaja_jsemver,3,4818,70.85294118,30,Java
zillabyte_motherbrain,44,19397,62.77346278,10,Java
zsoltherpai_fluent-jdbc,15,2581,32.2625,10,Java
zutherb_AppStash,66,5328,31.90419162,20,Java
7Pass_7Pass-Remake,25,7379,53.86131387,20,cs
Aaronontheweb_helios,45,24104,75.79874214,20,cs
Aaronontheweb_qdfeed,4,2139,46.5,30,cs
Abc-Arbitrage_Zebus,46,14759,45.97819315,10,cs
adammhaile_Elpis,31,21685,93.06866953,20,cs
AdamsLair_treeviewadv,5,9115,100.1648352,30,cs
adamyeager_PushbulletSharp,10,4471,48.07526882,30,cs
AdaptiveConsulting_ReactGraph,9,2486,27.31868132,20,cs
aegif_CmisSync,11,19242,213.8,30,cs
affandar_durabletask,33,26660,91.30136986,20,cs
akkadotnet_akka.net,145,211471,71.05880376,10,cs
AndresTraks_BulletSharp,34,20642,135.8026316,10,cs
andyfmiller_LtiLibrary,14,9228,59.53548387,20,cs
appium_appium-dotnet-driver,25,8706,59.2244898,20,cs
ArcticEcho_Phamhilator,9,2511,71.74285714,10,cs
arenanet_socknet,15,9438,121,30,cs
ArxOne_MrAdvice,43,15467,61.13438735,20,cs
ashmind_TryRoslyn,22,4347,36.52941176,20,cs
aspnet_DataCommon.SQLite,6,8642,254.1764706,20,cs
aspnet_DataProtection,59,19937,64.73051948,10,cs
aspnet_Diagnostics,37,13235,92.55244755,20,cs
aspnet_Hosting,28,10475,53.17258883,30,cs
aspnet_HttpAbstractions,48,33312,94.63636364,20,cs
aspnet_Routing,33,70938,165.3566434,20,cs
aspnet_Security,64,19203,71.3866171,30,cs
aspnet_StaticFiles,8,4066,101.65,20,cs
AvilanceLtd_StarryboundServer,7,5943,81.4109589,40,cs
Azure-Readiness_DevCamp,18,3803,41.33695652,30,cs
AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet,25,80753,141.4238179,20,cs
AzureAD_azure-activedirectory-library-for-dotnet,6,1795,74.79166667,30,cs
Azure_azure-mobile-services,21,25278,92.25547445,20,cs
Azure_azure-powershell,742,592390,80.59727891,20,cs
Azure_azure-sdk-for-media-services,21,27499,87.85623003,20,cs
Azure_azure-sdk-for-media-services-extensions,2,2662,110.9166667,50,cs
Azure_azure-sdk-for-net,308,1639597,349.370765,20,cs
bchavez_Coinbase,4,2112,28.16,20,cs
bchavez_SharpFlame,66,55499,120.1277056,10,cs
belczyk_elasticops,17,3007,32.68478261,10,cs
BenFradet_RiotSharp,51,9315,36.96428571,20,cs
bordoley_SQLitePCL.pretty,5,9468,72.27480916,40,cs
brandondahler_Data.HashFunction,23,13371,78.19298246,10,cs
breeze_breeze.sharp,9,14457,64.54017857,30,cs
brucedog_u2flib,14,2119,42.38,20,cs
BruTile_BruTile,21,11208,54.40776699,20,cs
bugsnag_bugsnag-dotnet,30,9321,68.53676471,10,cs
ButchersBoy_Dragablz,21,14858,46.14285714,30,cs
buybackoff_Ractor.CLR,4,5075,90.625,20,cs
ByteBlast_Validator,2,1287,183.8571429,30,cs
cake-build_cake,162,65780,76.13425926,20,cs
castleproject_castlezmq,15,4133,59.04285714,10,cs
CatenaLogic_GitLink,6,1606,50.1875,20,cs
ceee_ReadSharp,4,24039,300.4875,40,cs
CenturyLinkCloud_ElasticLINQ,27,10269,56.1147541,20,cs
chocolatey_ChocolateyGUI,33,9992,62.0621118,10,cs
Cimpress-MCP_TimberWinR,11,8681,70.57723577,20,cs
cityindex-attic_CIAPI.CS,13,5687,34.67682927,20,cs
cityindex_LogSearchShipper,8,2893,52.6,20,cs
CityofSantaMonica_SODA.NET,4,2815,87.96875,30,cs
cliftonm_HOPE,91,58010,94.01944895,10,cs
ClothesHorse_microscope,4,2228,106.0952381,20,cs
cmatskas_Azure.Storage,5,2321,68.26470588,20,cs
code-cracker_code-cracker,13,12042,62.71875,30,cs
Code-Sharp_WampSharp,84,33546,39.41950646,10,cs
codecadwallader_codemaid,34,24248,110.7214612,10,cs
CodeConnect_SourceBrowser,17,3042,39,30,cs
coding-chick_BeatsMusicCSharp,21,2302,30.69333333,20,cs
conceptdev_xamarin-forms-samples,70,38353,95.16873449,20,cs
controlflow_resharper-postfix,26,14082,50.29285714,30,cs
CosmosOS_Cosmos,229,233272,126.5032538,10,cs
Criteo_memcache-driver,14,3704,62.77966102,20,cs
crossvertise_ActionMailerNext,12,4768,110.8837209,30,cs
d60_Cirqus,57,14985,52.95053004,10,cs
danbarua_Nancy.Hal,9,1442,29.42857143,30,cs
danbarua_NEventSocket,11,9391,79.58474576,40,cs
danielmoore_WpfIgniter,6,3450,60.52631579,30,cs
DanTup_DartVS,11,9374,36.47470817,30,cs
DarkAutumn_WinterBot,14,17780,88.01980198,20,cs
DaveSenn_PortableExtensions,3,16796,103.6790123,50,cs
developerforce_Force.com-Toolkit-for-NET,11,2910,29.1,20,cs
djungelorm_krpc,34,35189,86.03667482,10,cs
dnGrep_dnGrep,20,26360,121.4746544,20,cs
dotliquid_dotliquid,12,5380,55.46391753,20,cs
DotNetAnalyzers_StyleCopAnalyzers,28,53084,110.5916667,40,cs
dotnet_corefxlab,126,91613,132.3887283,10,cs
dotnet_orleans,341,141045,66.28054511,10,cs
DropNet_DropNet,12,5115,89.73684211,30,cs
DropNet_DropNetRT,7,1652,71.82608696,40,cs
dubeaud_bugnet,59,129965,179.0151515,30,cs
duplicati_duplicati,114,82063,85.57142857,20,cs
dvsekhvalnov_jose-jwt,9,6309,56.33035714,30,cs
dzharii_swd-recorder,17,24264,77.52076677,20,cs
EamonNerbonne_ExpressionToCode,3,2954,57.92156863,20,cs
EHVAG_demoinfo,9,6081,61.42424242,20,cs
elasticsearch_elasticsearch-net,154,185125,33.81896237,10,cs
elastic_elasticsearch-net,154,185125,33.81896237,10,cs
elbandit_PPPDDD,175,11695,18.1881804,10,cs
Esri_joint-military-symbology-xml,2,14695,123.487395,30,cs
eswann_Mapster,6,5424,65.34939759,30,cs
ethomson_infinity.net,6,3549,46.69736842,30,cs
etishor_Metrics.NET,24,10917,49.62272727,10,cs
exactonline_ClientSDK,42,17523,61.26923077,30,cs
exceptionless_Exceptionless,50,15963,38.93414634,20,cs
exceptionless_Foundatio,34,15834,51.57654723,10,cs
exxeleron_qSharp,1,3888,94.82926829,60,cs
ezet_evelib,34,23524,65.34444444,20,cs
flickr-downloadr_flickr-downloadr-gtk,22,7647,71.46728972,30,cs
flumbee_mobiledb,19,3627,31.81578947,20,cs
Fortis-Collection_fortis,27,5321,45.87068966,10,cs
frabert_NetLua,3,3628,78.86956522,20,cs
frankhommers_Hangfire.PostgreSql,4,2726,41.3030303,40,cs
FransBouma_LinqToSQL2,13,54359,129.1187648,20,cs
garuma_bikr,2,2383,68.08571429,60,cs
Geaz_sharpDox,44,10900,61.93181818,20,cs
GeoJSON-Net_GeoJSON.Net,5,2304,65.82857143,30,cs
GeorgeHahn_SOVND,24,8323,56.61904762,10,cs
Geta_EPi.Extensions,8,2604,56.60869565,10,cs
ghuntley_Conditions,1,11722,689.5294118,60,cs
googleads_googleads-dotnet-lib,132,454770,67.51336105,20,cs
grokys_Perspex,172,180492,82.19125683,10,cs
HangfireIO_Hangfire,29,32294,80.33333333,20,cs
helios-io_helios,45,24104,75.79874214,20,cs
helix-toolkit_helix-toolkit,241,374659,116.1733333,10,cs
HenkMollema_Dapper-FluentMap,9,1229,47.26923077,10,cs
Hihaj_SlackCommander,8,1549,32.27083333,20,cs
HubertJ_QuandlCS,7,1924,83.65217391,10,cs
hudl_HudlFfmpeg,50,8239,28.41034483,10,cs
hudl_Mjolnir,11,2670,47.67857143,40,cs
i4004_Simplify,52,8662,41.24761905,20,cs
IdentityModel_AuthorizationServer,30,6051,39.54901961,20,cs
IdentityModel_Thinktecture.IdentityModel.45,34,2268,26.37209302,10,cs
IdentityServer_IdentityServer3,29,29298,64.96230599,20,cs
IdentityServer_IdentityServer3.AccessTokenValidation,2,1221,58.14285714,30,cs
imazen_resizer,131,2102396,1639.934477,10,cs
Impyy_SharpTox,8,10157,49.06763285,40,cs
inflatablefriends_lastfm,26,5757,32.71022727,30,cs
int6_CoiniumServ,75,16809,45.18548387,10,cs
int6_uhttpsharp,13,3227,27.11764706,20,cs
InvisibleShield_FFXIV-Zodiac-Glass,6,2576,67.78947368,30,cs
IoFx_IoFx,16,2904,31.22580645,30,cs
j6mes_httplib,11,2962,40.57534247,40,cs
jacobdufault_forge,14,10543,51.17961165,20,cs
jacobdufault_fullserializer,9,15330,78.61538462,40,cs
jamesmontemagno_MyExpenses,20,2593,55.17021277,10,cs
jefking_King.Service,12,3941,42.37634409,20,cs
jeske_SimpleScene,12,21993,77.9893617,20,cs
jestonedev_ActivityManager,17,11486,109.3904762,10,cs
jni4net_jni4net,68,88745,91.02051282,20,cs
joancaron_OpenWeatherMap-Api-Net,2,3384,35.25,60,cs
joelweiss_ChangeTracking,2,1797,57.96774194,30,cs
johnkors_IdentityServer3.Contrib.Localization,6,1022,63.875,30,cs
JonPSmith_GenericServices,10,3229,35.87777778,20,cs
jonsequitur_Its.Cqrs,34,30154,90.55255255,20,cs
Jossef_edsdk-wrapper,10,4441,51.63953488,30,cs
Jroland_kafka-net,5,4738,46.91089109,30,cs
jstedfast_MailKit,41,321199,312.1467444,30,cs
JudahGabriel_RavenDB.ModernMvcStarterKit,4,1727,44.28205128,40,cs
justeat_JustSaying,20,6355,41.26623377,20,cs
justeat_ZendeskApiClient,14,6988,29.48523207,20,cs
JustGiving_JustGiving.EventStore.Http,6,1957,39.93877551,10,cs
kbilsted_StatePrinter,6,2077,48.30232558,30,cs
Keboo_PebbleSharp,31,7222,41.74566474,10,cs
kentcb_PCLMock,9,4828,81.83050847,30,cs
kria_Tfs2Slack,11,3383,33.16666667,20,cs
kria_TfsNotificationRelay,11,3383,33.16666667,20,cs
KSP-KOS_KOS,46,60816,91.04191617,20,cs
KSP-RO_RealismOverhaul,4,1794,71.76,20,cs
KvanTTT_MathExpressions.NET,2,4740,197.5,30,cs
KyleGobel_Hipchat-CS,7,2088,34.8,30,cs
LHCGreg_animerecs,24,11412,47.3526971,20,cs
ligershark_AzureJobs,6,1217,50.70833333,10,cs
LightBlueProject_LightBlue,28,6349,39.43478261,20,cs
Litipk_ColorSharp,6,6770,165.1219512,20,cs
LogFlow_LogFlow,11,1370,21.74603175,20,cs
logsearch_LogSearchShipper,8,2893,52.6,20,cs
louthy_language-ext,54,257432,155.3602897,10,cs
Lunch-box_SimpleOrderRouting,9,1197,26.02173913,20,cs
madelson_MedallionShell,5,4119,93.61363636,40,cs
madskristensen_JSON-Intellisense,6,2354,39.89830508,10,cs
maingi4_ProtoBuf.Wcf,9,3021,46.47692308,30,cs
MakoLab_RomanticWeb,46,29128,59.0831643,10,cs
mandest_Nap,53,7377,47.59354839,20,cs
manicdigger_manicdigger,14,30262,123.0162602,30,cs
marco-calautti_Rainbow,16,8106,74.36697248,30,cs
MartinChavez_School-of-CSharp,21,1154,19.89655172,20,cs
martincostello_sqllocaldb,5,7887,146.0555556,20,cs
mathnet_mathnet-filtering,22,4674,55.64285714,30,cs
MatterHackers_agg-sharp,127,157492,110.2113366,20,cs
MatterHackers_MatterControl,77,210112,166.0964427,20,cs
MatterHackers_MatterSlice,8,15818,135.1965812,40,cs
maxtoroq_MvcCodeRouting,23,8775,49.29775281,30,cs
Merchello_Merchello,199,161429,91.25438101,10,cs
meshmash_Plankton,3,3374,198.4705882,20,cs
mgravell_protobuf-net,98,87420,42.0692974,20,cs
michaellperry_Assisticant,40,21171,54.70542636,30,cs
Microsoft_Win2D,21,37142,146.8063241,20,cs
mike-ward_Markdown-Edit,11,7484,49.89333333,30,cs
mike-ward_tweetz-desktop,10,4731,35.30597015,20,cs
Mimetis_SyncWinRT,41,101014,119.5431953,20,cs
mmanela_diffplex,11,4212,91.56521739,20,cs
mmbot_mmbot,21,12102,79.61842105,20,cs
mono_CocosSharp,147,543308,86.14364991,20,cs
mono_roslyn,592,803170,129.9627832,10,cs
moritzuehling_DemoInfo-public,9,6081,61.42424242,20,cs
mrsharpoblunto_BobbyTables,3,8220,152.2222222,60,cs
MSOpenTech_azure-activedirectory-jwt-token-handler-for-dotnet,3,5695,118.6458333,40,cs
MSOpenTech_azure-activedirectory-library-for-dotnet,6,1795,74.79166667,30,cs
mspnp_semantic-logging,40,11867,83.57042254,20,cs
Myrcon_Procon-2-Potato,123,33170,59.87364621,10,cs
nachmore_unBand,17,9711,64.74,20,cs
NakedObjectsGroup_NakedObjectsFramework,142,72872,38.51585624,20,cs
neolithos_neolua,7,26111,186.5071429,40,cs
nerdfury_Slack.Webhooks,5,2068,41.36,20,cs
NetTopologySuite_NetTopologySuite,62,71492,123.6885813,10,cs
NetTopologySuite_ProjNet4GeoAPI,7,9253,138.1044776,30,cs
neuecc_LINQ-to-GameObject-for-Unity,3,6536,363.1111111,20,cs
neuecc_UniRx,14,73147,75.87863071,20,cs
nhibernate_NHibernate-Search,20,8865,59.1,20,cs
nhibernate_NHibernate.Spatial,20,11380,75.86666667,30,cs
nHydrate_nHydrate,113,138006,177.8427835,10,cs
NiclasOlofsson_MiNET,35,77217,58.14533133,20,cs
NicolasDorier_NBitcoin,58,135838,133.1745098,20,cs
